orgcode,description,trust,country,emergency_adm,respiratory_adm,asthma_adm,admsperbed,respadmsperbed,asthmaadmsper1000adms,howmanypaediatr_icasthmapatients,doesyourhospita_ntscanbeadmitted,q1_2ahowmanybed_aediatrichduhave,q1_3doesyourhos_ntscanbeadmitted,q1_3ahowmanybedsdoesyourpicuhave,fy1fy2filledcat,fy1fy2filledwte,fy1fy2filledphr,fy1fy2filledpha,st1st2filledcat,st1st2filledwte,st1st2filledphr,st1st2filledpha,st3andabovefilledcat,st3andabovefilledwte,st3andabovefilledphr,st3andabovefilledpha,paediatricconsultantfilledcat,paediatricconsultantfilledwte,paediatricconsultantfilledphr,paediatricconsultantfilledpha,paediatricrespi_sultantfilledcat,paediatricrespi_sultantfilledwte,paediatricrespi_sultantfilledphr,paediatricrespi_sultantfilledpha,associatespecialistfilledcat,associatespecialistfilledwte,associatespecialistfilledphr,associatespecialistfilledpha,staffgradefilledcat,staffgradefilledwte,staffgradefilledphr,staffgradefilledpha,asthmanursespecialistfilledcat,asthmanursespecialistfilledwte,asthmanursespecialistfilledphr,asthmanursespecialistfilledpha,nurseconsultant_stnursefilledcat,nurseconsultant_stnursefilledwte,nurseconsultant_stnursefilledphr,nurseconsultant_stnursefilledpha,specialistrespi_erapistfilledcat,specialistrespi_erapistfilledwte,specialistrespi_erapistfilledphr,specialistrespi_erapistfilledpha,paediatricpsychologistfilledcat,paediatricpsychologistfilledwte,paediatricpsychologistfilledphr,paediatricpsychologistfilledpha,paediatricpharmacistfilledcat,paediatricpharmacistfilledwte,paediatricpharmacistfilledphr,paediatricpharmacistfilledpha,othernotlistedfilledcat,othernotlistedfilledwte,othernotlistedfilledphr,othernotlistedfilledpha,fy1fy2unfilledcat,fy1fy2unfilledwte,st1st2unfilledcat,st1st2unfilledwte,st3andaboveunfilledcat,st3andaboveunfilledwte,paediatricconsultantunfilledcat,paediatricconsultantunfilledwte,paediatricrespi_ltantunfilledcat,paediatricrespi_ltantunfilledwte,associatespecialistunfilledcat,associatespecialistunfilledwte,staffgradeunfilledcat,staffgradeunfilledwte,asthmanursespecialistunfilledcat,asthmanursespecialistunfilledwte,nurseconsultant_nurseunfilledcat,nurseconsultant_nurseunfilledwte,specialistrespi_rapisunfilledcat,specialistrespi_rapisunfilledwte,paediatricpsych_ogistunfilledcat,paediatricpsych_ogistunfilledwte,paediatricpharmacistunfilledcat,paediatricpharmacistunfilledwte,othernotlistedunfilledcat,othernotlistedunfilledwte,q3_1aroutinelyr_raboveonweekdays,q3_1broutinelyr_raboveonweekends,q3_2whichadmitt_respiratorynurse,q3_3accesstoano_mapatientsonsite,q3_3accesstoano_tientsonthephone,q3_3accesstoano_loutreachservice,q3_4isyourservi_ricasthmanetwork,q3_5designatedn_orasthmaservices,q3_5aisthisrolecurrentlyfilled,q3_5bistheasthm_paediatricasthma,q3_6doesyourhos_paediatricasthma,q3_6aifnotdoyou_ricasthmaservice,q3_7doesasthmal_lorsevereillness,q3_8smokingcess_ostparentscarers,q3_8apleaseletu_ionofthisservice,q3_9smokingcess_icasthmapatients,q3_9apleaseletu_ionofthisservice,q3_10doyouhavea_ntscanbereferred,q3_11canthepaed_icepostdischarge,q3_1doyouhaveac_tientsspirometry,q3_1doyouhaveac_xpiratoryflowpef,q3_1doyouhaveac_dnitricoxidefeno,q3_1doyouhaveac_ntsskinpricktest,q3_1doyouhaveac_thmapatientsnone,q4_1picuoutreac_vicedaysweekdays,q4_1picuoutreac_vicedaysweekends,q4_1picuoutreac_cedaysoutofhours,q4_1picuoutreac_ooutreachservice,q4_2seniordecis_dpaudaysweekdays,q4_2seniordecis_dpaudaysweekends,q4_2seniordecis_audaysoutofhours,q4_2seniordecis_roundpaudaysnone,q4_3seniordecis_ardsdaysweekdays,q4_3seniordecis_ardsdaysweekends,q4_3seniordecis_dsdaysoutofhours,q4_3seniordecis_ricwardsdaysnone,q4_4respiratory_entsdaysweekdays,q4_4respiratory_entsdaysweekends,q4_4respiratory_tsdaysoutofhours,q4_4respiratory_rynurseavailable,q5_1doesthepaed_trecordeprsystem,q5_2doesyourhos_tricoxygenpolicy,q5_3dothewardba_criptionofoxygen,q5_4doesyourhos_etectione_g_pews,q5_4a_ew_targeto2,q5_4a_ew_actualo2,q5_4adoesyourea_ygenadministered,q5_4adoesyourea_ednoneoftheabove,q5_4bearlywarni_echildyoungadult,q6_1doesyourtru_icasthmaservices,q6_1aifyesdoest_errepresentation,q6_2howoftenisa_rvicesundertaken,q7_1processfort_oftheircondition,q7_1processfort_entthesamerecord,q7_1processfort_eirparentscarers,q7_1processfort_rersareaddressed,q7_1processfort_dadultclinicians,q7_1processfort_intheadultsystem,q7_1processfort_totheadultsystem,q7_1processfort_tinuedevaluation,q7_1processfort_tionarrangements,q8_1howisreimbu_thasthmaachieved,q8_2hasyourcomm_iatricasthmacare
RDE,Royal Devon & Exeter Hospital,Royal Devon and Exeter NHS Foundation Trust,England,670,180,10,16,4,15,43,Yes,4,No,,No WTE,0,0,0,1.1-3.0 WTE,3,2,30,>3.0 WTE,8,4,80,>3.0 WTE,11,6,113,0.1-1.0 WTE,1,1,9,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,1,1,12,No WTE,0,0,0,0.1-1.0 WTE,1,1,10,No WTE,0,0,0,0.1-1.0 WTE,1,0,8,No WTE,0,0,0,No WTE,0,1.1-3.0 WTE,2,>3.0 WTE,7,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Ticked,Unticked,No,Adult lead only,Yes,No,Yes,-,Yes,Yes,Single team that works across the community/secondary care interface,Yes,Single team that works across the community/secondary care interface,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,No,No,-,Never,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Payment via block contract,No
RGH,Royal Glamorgan,Cwm Taf Morgannwg University Local Health Board,Wales,103,13,2,4,1,19,24,Yes,2,No,,0.1-1.0 WTE,1,8,50,0.1-1.0 WTE,1,8,50,0.1-1.0 WTE,1,8,50,>3.0 WTE,8,62,400,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,8,50,1.1-3.0 WTE,2,15,100,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,8,50,No WTE,0,0,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Daily,All paediatric asthma patients,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Community based team,No,-,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes - combined adult and paediatric policy,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Less than once a year,No,No,No,No,No,No,No,No,Yes,Other,No
RHC,Royal Hampshire County Hospital,Hampshire Hospitals NHS Foundation Trust,England,225,25,1-7,19,2,18,12,No,,No,,0.1-1.0 WTE,1,4,25,>3.0 WTE,6,24,150,>3.0 WTE,5,20,125,>3.0 WTE,8,32,200,1.1-3.0 WTE,2,8,50,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,4,16,100,1.1-3.0 WTE,2,8,50,0.1-1.0 WTE,1,4,25,No WTE,0,0,0,No WTE,0,No WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,None,Unticked,Ticked,Ticked,Yes,Paediatric lead only,Yes,No,No,Yes,Not known,Yes,Hospital based team,Not known,-,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,Yes,Not known,No,Yes,No,Yes,Yes,No,Yes,No,-,1-2 times a year,Yes,Yes,Yes,Yes,No,No,No,No,No,Payment via block contract,No
RHG,Royal Hospital for Children,NHS Greater Glasgow and Clyde ,Scotland,-,-,-,-,-,-,130,No,-,Yes,22,>3.0 WTE,30,-,-,>3.0 WTE,46,-,-,>3.0 WTE,84,-,-,>3.0 WTE,185,-,-,>3.0 WTE,5,-,-,>3.0 WTE,6,-,-,>3.0 WTE,13,-,-,0.1-1.0 WTE,1,-,-,>3.0 WTE,88,-,-,>3.0 WTE,7,-,-,>3.0 WTE,5,-,-,>3.0 WTE,14,-,-,No WTE,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Twice daily,Twice daily,All paediatric asthma patients,Yes,Yes,Yes,No,No lead,-,-,Yes,-,-,Yes,Community based team,Not known,-,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,Yes,No,No,No,Yes,No,-,More than 4 times a year,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Payment via block contract,No
RHI,Calderdale Royal Hospital,Calderdale and Huddersfield NHS Foundation Trust,England,255,55,15,7,1,59,38,No,,No,,1.1-3.0 WTE,3,6,20,>3.0 WTE,8,14,52,>3.0 WTE,7,13,48,>3.0 WTE,8,15,53,0.1-1.0 WTE,1,2,7,No WTE,0,0,0,0.1-1.0 WTE,0,1,3,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,2,4,13,No WTE,0,0,0,No WTE,0,1.1-3.0 WTE,2,>3.0 WTE,4,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,1.1-3.0 WTE,2,No WTE,0,Daily,Daily,None,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Single team that works across the community/secondary care interface,Yes,Single team that works across the community/secondary care interface,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,-,-,-,-,Yes,Yes - combined adult and paediatric policy,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
RLI,Royal Lancaster Infirmary,University Hospitals of Morecambe Bay NHS Foundation Trust,England,135,15,1-7,7,1,30,19,Yes,2,No,,No WTE,0,0,0,>3.0 WTE,6,41,155,>3.0 WTE,4,25,95,>3.0 WTE,8,53,200,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,4,27,100,0.1-1.0 WTE,1,4,15,No WTE,0,0,0,0.1-1.0 WTE,1,7,25,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,1.1-3.0 WTE,2,0.1-1.0 WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,Other,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,No,No,No,Yes,Community based team,Yes,Community based team,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - combined adult and paediatric policy,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Continuous (every patient),No,Yes,Yes,Yes,No,No,No,No,No,Payment by results,No
ROT,Rotherham General Hospital,The Rotherham NHS Foundation Trust,England,135,20,10,6,1,74,22,No,,No,,0.1-1.0 WTE,1,5,10,>3.0 WTE,7,37,74,>3.0 WTE,8,39,77,>3.0 WTE,8,40,80,No WTE,0,0,0,0.1-1.0 WTE,1,5,10,0.1-1.0 WTE,1,5,10,0.1-1.0 WTE,1,5,10,>3.0 WTE,7,37,73,No WTE,0,0,0,0.1-1.0 WTE,0,1,2,0.1-1.0 WTE,1,5,10,No WTE,0,0,0,No WTE,0,0.1-1.0 WTE,1,0.1-1.0 WTE,1,1.1-3.0 WTE,2,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,All paediatric asthma patients,Unticked,Unticked,Unticked,Yes,Adult lead only,Yes,No,Yes,-,Yes,Not known,-,Not known,-,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Neither a paediatric nor adult policy,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Less than once a year,No,Yes,Yes,Yes,No,No,No,No,No,Payment via block contract,No
RPH,Royal Preston Hospital,Lancashire Teaching Hospitals NHS Foundation Trust,England,165,15,1-7,6,1,24,30,Yes,2,No,,0.1-1.0 WTE,1,7,25,>3.0 WTE,7,47,175,>3.0 WTE,7,47,175,>3.0 WTE,10,67,250,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,7,25,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,2,10,38,0.1-1.0 WTE,1,5,20,0.1-1.0 WTE,1,7,25,No WTE,0,0,0,No WTE,0,No WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Daily,None,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Community based team,Yes,Community based team,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,-,-,-,-,No,Yes - paediatric specific,No,Yes,Yes,Yes,Yes,No,No,No,-,More than 4 times a year,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Payment by results,No
RSH,Royal Stoke University Hospital,University Hospitals of North Midlands NHS Trust,England,665,85,20,24,3,30,28,Yes,4,Yes,8,>3.0 WTE,5,6,25,>3.0 WTE,4,5,20,>3.0 WTE,12,14,60,>3.0 WTE,32,38,160,>3.0 WTE,7,8,35,1.1-3.0 WTE,2,2,10,1.1-3.0 WTE,3,3,14,1.1-3.0 WTE,2,2,9,0.1-1.0 WTE,1,1,5,0.1-1.0 WTE,1,1,3,0.1-1.0 WTE,0,1,2,1.1-3.0 WTE,2,2,10,No WTE,0,0,0,No WTE,0,0.1-1.0 WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Ticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Both hospital and community-based teams,Yes,Both hospital and community-based teams,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,More than 4 times a year,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Payment by results,No
RSU,Royal Surrey County Hospital,Brighton and Sussex University Hospitals NHS Trust,England,-,-,-,-,-,-,26,Yes,2,No,-,0.1-1.0 WTE,1,-,-,>3.0 WTE,8,-,-,1.1-3.0 WTE,3,-,-,>3.0 WTE,13,-,-,-,-,-,-,1.1-3.0 WTE,3,-,-,-,-,-,-,-,-,-,-,>3.0 WTE,4,-,-,1.1-3.0 WTE,1.2,-,-,-,-,-,-,0.1-1.0 WTE,1,-,-,-,-,-,-,-,-,-,-,0.1-1.0 WTE,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Twice daily,Twice daily,None,No,No,Yes,Yes,No lead,-,-,No,Yes,-,Yes,Both hospital and community-based teams,Not known,-,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Yes,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Other,No
RUS,Russells Hall Hospital,The Dudley Group NHS Foundation Trust,England,235,35,10,8,1,43,30,Yes,4,No,,1.1-3.0 WTE,2,6,20,>3.0 WTE,7,20,70,>3.0 WTE,7,20,70,>3.0 WTE,11,31,110,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,2,6,20,0.1-1.0 WTE,0,1,4,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,2,6,20,No WTE,0,0,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,0.1-1.0 WTE,1,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,Other,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,No,No,Yes,Yes,Community based team,Yes,Community based team,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes - paediatric specific,No,Yes,No,Yes,No,No,Yes,Yes,No,Less than once a year,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
SAL,Salisbury District Hospital,Salisbury NHS Foundation Trust,England,140,15,1-7,8,1,29,17,Yes,3,No,,0.1-1.0 WTE,1,7,25,>3.0 WTE,4,27,100,1.1-3.0 WTE,3,20,75,>3.0 WTE,10,67,250,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,4,15,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,7,25,No WTE,0,0,0,0.1-1.0 WTE,1,7,25,No WTE,0,0,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Twice daily,None,Unticked,Ticked,Unticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Community based team,Yes,Community based team,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,No,Neither a paediatric nor adult policy,Yes,Yes,No,Yes,Yes,No,Yes,No,-,More than 4 times a year,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
SAN,Sandwell District Hospital,Sandwell and West Birmingham Hospitals NHS Trust,England,230,30,15,6,1,65,40,Yes,3,No,,>3.0 WTE,4,13,27,>3.0 WTE,5,17,33,>3.0 WTE,10,33,67,>3.0 WTE,12,40,80,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,3,7,0.1-1.0 WTE,1,3,7,No WTE,0,0,0,No WTE,0,0.1-1.0 WTE,1,1.1-3.0 WTE,3,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,None,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Yes,Yes,Community based team,Yes,Community based team,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,Yes,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Yes,No,-,Never,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Payment via block contract,No
SCE,Royal Hospital for Sick Children (Edinburgh),NHS Lothian ,Scotland,-,-,-,-,-,-,28,Yes,8,Yes,8,1.1-3.0 WTE,2,-,-,>3.0 WTE,8.4,-,-,1.1-3.0 WTE,2,-,-,>3.0 WTE,5.67,-,-,>3.0 WTE,3.5,-,-,No WTE,0,-,-,No WTE,0,-,-,1.1-3.0 WTE,1.8,-,-,No WTE,0,-,-,-,-,-,-,0.1-1.0 WTE,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1-1.0 WTE,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Twice daily,Twice daily,Other,No,No,No,No,Paediatric lead only,Yes,Yes - paediatric only,Yes,-,Not applicable - we have specialist advice on site,Yes,Community based team,No,-,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Less than once a year,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Other,No
SCM,James Cook University Hospital,South Tees Hospitals NHS Foundation Trust,England,250,35,10,7,1,40,35,Yes,6,Yes,4,1.1-3.0 WTE,2,6,20,1.1-3.0 WTE,3,9,30,>3.0 WTE,7,20,70,>3.0 WTE,17,49,170,1.1-3.0 WTE,3,9,30,No WTE,0,0,0,No WTE,0,0,0,1.1-3.0 WTE,1,4,13,No WTE,0,0,0,0.1-1.0 WTE,0,0,1,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,No WTE,0,1.1-3.0 WTE,2,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,Other,Unticked,Unticked,Ticked,Yes,No lead,-,-,Yes,-,-,Yes,Both hospital and community-based teams,Yes,Both hospital and community-based teams,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,No,Yes,Yes,No,Not known,No,-,More than 4 times a year,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Payment via block contract,No
SCU,Scunthorpe General Hospital,Northern Lincolnshire and Goole NHS Foundation Trust,England,125,25,10,7,1,80,18,Yes,2,No,,>3.0 WTE,4,16,40,>3.0 WTE,4,16,40,>3.0 WTE,4,16,40,>3.0 WTE,7,28,70,No WTE,0,0,0,No WTE,0,0,0,>3.0 WTE,5,20,50,>3.0 WTE,38,150,375,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,1,No WTE,0,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Unticked,Ticked,Yes,No lead,-,-,Yes,-,-,No,-,Not known,-,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes - paediatric specific,No,Yes,No,Yes,Yes,No,No,No,-,Never,No,No,No,No,No,No,No,No,Yes,Payment by results,No
SEH,Southend Hospital,Southend University Hospital NHS Foundation Trust,England,335,40,1-7,19,2,12,18,No,,No,,>3.0 WTE,4,10,100,>3.0 WTE,6,15,150,>3.0 WTE,6,15,150,>3.0 WTE,12,30,300,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,No WTE,0,0,0,0.1-1.0 WTE,0,1,8,0.1-1.0 WTE,0,1,5,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,1.1-3.0 WTE,2,1.1-3.0 WTE,2,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,None,Unticked,Unticked,Ticked,Yes,Paediatric lead only,Yes,Yes - paediatric only,No,No,Yes,No,-,No,-,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,-,-,-,-,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Never,No,No,No,No,No,No,No,No,Yes,Payment via block contract,No
SHC,St Helier Hospital,Epsom and St Helier University Hospitals NHS Trust,England,260,30,1-7,16,2,15,16,No,,No,,1.1-3.0 WTE,2,7,50,>3.0 WTE,8,27,200,>3.0 WTE,8,27,200,>3.0 WTE,8,27,200,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,0.1-1.0 WTE,1,3,25,No WTE,0,0,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Unticked,Ticked,No,Single lead for both adults and paediatrics,Yes,Yes - paediatric only,Yes,-,Yes,Not known,-,No,-,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Not known,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,Continuous (every patient),No,No,No,No,No,No,No,No,Yes,Payment by results,No
SHF,Sheffield Children's Hospital,Sheffield Children's NHS Foundation Trust,England,-,-,-,-,-,-,132,Yes,9,Yes,9,No WTE,0,,,0.1-1.0 WTE,1,,,1.1-3.0 WTE,2,,,No WTE,0,,,No WTE,0,,,No WTE,0,,,No WTE,0,,,>3.0 WTE,4,,,No WTE,0,,,>3.0 WTE,8,,,No WTE,0,,,No WTE,0,,,1.1-3.0 WTE,3,,,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Daily,Daily,All paediatric asthma patients,Unticked,Ticked,Unticked,Yes,No lead,-,-,Yes,-,-,No,-,No,-,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes - paediatric specific,Yes,Yes,Yes,Yes,Yes,No,Yes,No,-,3-4 times a year,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Locally negotiated tariff,No
SHH,Stepping Hill Hospital,Stockport NHS Foundation Trust,England,205,25,1-7,7,1,20,28,No,,No,,1.1-3.0 WTE,3,12,75,0.1-1.0 WTE,1,4,25,>3.0 WTE,6,24,150,>3.0 WTE,13,52,325,No WTE,0,0,0,1.1-3.0 WTE,3,12,75,No WTE,0,0,0,1.1-3.0 WTE,2,6,38,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,0,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,0.1-1.0 WTE,1,No WTE,0,No WTE,0,No WTE,0,No WTE,0,No WTE,0,Twice daily,Daily,All paediatric asthma patients,Unticked,Ticked,Unticked,Yes,Paediatric lead only,Yes,No,No,No,No,Yes,Community based team,Yes,Community based team,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes - paediatric specific,Yes,Yes,No,No,Yes,No,No,No,-,Less than once a year,No,No,No,No,No,No,No,No,Yes,Payment by results,No
